Probabilidade N TamanhoMaximo NumeroDeFalhas
0.150000 1000 26 74663
0.150000 1000 44 74801
0.150000 1000 31 74793
0.150000 1000 49 75174
0.150000 1000 28 75034
0.150000 1000 49 75387
0.150000 1000 33 74632
0.150000 1000 29 75053
0.150000 1000 35 74558
0.150000 1000 32 74959
0.150000 1000 32 75013
0.150000 1000 44 74971
0.150000 1000 41 75356
0.150000 1000 28 74582
0.150000 1000 27 75050
0.150000 1000 23 74784
0.150000 1000 32 75089
0.150000 1000 24 74886
0.150000 1000 39 74816
0.150000 1000 34 75024
0.150000 1000 30 74740
0.150000 1000 34 75300
0.150000 1000 28 74788
0.150000 1000 28 74678
0.150000 1000 31 74686
0.150000 1000 26 75282
0.150000 1000 29 74767
0.150000 1000 27 74769
0.150000 1000 32 74859
0.150000 1000 32 74631
0.150000 1000 38 75013
0.150000 1000 26 74662
0.150000 1000 25 74998
0.150000 1000 28 75179
0.150000 1000 30 75093
0.150000 1000 26 74771
0.150000 1000 20 75183
0.150000 1000 32 75185
0.150000 1000 39 74893
0.150000 1000 37 74881
0.150000 1000 41 74703
0.150000 1000 32 75120
0.150000 1000 25 75153
0.150000 1000 35 75181
0.150000 1000 34 74864
0.150000 1000 34 74880
0.150000 1000 21 74592
0.150000 1000 33 75090
0.150000 1000 36 74943
0.150000 1000 27 75322
0.150000 1000 50 74407
0.150000 1000 29 75226
0.150000 1000 24 74706
0.150000 1000 36 74367
0.150000 1000 31 74782
0.150000 1000 33 74939
0.150000 1000 58 74384
0.150000 1000 32 75021
0.150000 1000 38 75061
0.150000 1000 19 75081
0.150000 1000 21 74626
0.150000 1000 29 74553
0.150000 1000 29 74752
0.150000 1000 37 75123
0.150000 1000 28 75129
0.150000 1000 38 74953
0.150000 1000 21 75039
0.150000 1000 41 75181
0.150000 1000 43 74801
0.150000 1000 19 74708
0.150000 1000 27 75072
0.150000 1000 33 74940
0.150000 1000 33 74858
0.150000 1000 34 75028
0.150000 1000 21 74812
0.150000 1000 42 74832
0.150000 1000 39 74772
0.150000 1000 34 74836
0.150000 1000 24 75183
0.150000 1000 29 75138
0.150000 1000 26 74680
0.150000 1000 37 75097
0.150000 1000 28 74576
0.150000 1000 30 74568
0.150000 1000 31 74867
0.150000 1000 54 74849
0.150000 1000 21 75256
0.150000 1000 36 74464
0.150000 1000 30 74645
0.150000 1000 20 74492
0.150000 1000 31 74737
0.150000 1000 31 75119
0.150000 1000 33 74402
0.150000 1000 27 74838
0.150000 1000 34 74701
0.150000 1000 21 75090
0.150000 1000 31 74511
0.150000 1000 23 74731
0.150000 1000 24 74916
0.150000 1000 32 75077
