Probabilidade N TamanhoMaximo NumeroDeFalhas
0.010000 6000 34 967
0.010000 6000 31 994
0.010000 6000 29 1000
0.010000 6000 31 939
0.010000 6000 36 980
0.010000 6000 33 976
0.010000 6000 32 926
0.010000 6000 35 961
0.010000 6000 32 929
0.010000 6000 35 958
0.010000 6000 27 1001
0.010000 6000 50 979
0.010000 6000 29 976
0.010000 6000 29 977
0.010000 6000 37 935
0.010000 6000 35 953
0.010000 6000 36 976
0.010000 6000 34 971
0.010000 6000 33 969
0.010000 6000 29 943
0.010000 6000 28 970
0.010000 6000 34 930
0.010000 6000 33 922
0.010000 6000 35 962
0.010000 6000 36 972
0.010000 6000 33 952
0.010000 6000 27 975
0.010000 6000 40 923
0.010000 6000 29 968
0.010000 6000 37 977
0.010000 6000 46 945
0.010000 6000 29 969
0.010000 6000 28 1008
0.010000 6000 32 994
0.010000 6000 33 944
0.010000 6000 32 961
0.010000 6000 43 985
0.010000 6000 30 989
0.010000 6000 29 985
0.010000 6000 35 941
0.010000 6000 29 1010
0.010000 6000 32 956
0.010000 6000 30 939
0.010000 6000 29 954
0.010000 6000 33 944
0.010000 6000 37 943
0.010000 6000 33 983
0.010000 6000 30 939
0.010000 6000 25 947
0.010000 6000 30 970
0.010000 6000 31 943
0.010000 6000 30 938
0.010000 6000 35 945
0.010000 6000 27 971
0.010000 6000 37 951
0.010000 6000 33 973
0.010000 6000 34 938
0.010000 6000 31 954
0.010000 6000 35 950
0.010000 6000 37 983
0.010000 6000 39 915
0.010000 6000 31 987
0.010000 6000 35 928
0.010000 6000 35 986
0.010000 6000 32 1001
0.010000 6000 31 955
0.010000 6000 32 966
0.010000 6000 32 974
0.010000 6000 37 917
0.010000 6000 33 962
0.010000 6000 32 964
0.010000 6000 30 987
0.010000 6000 33 999
0.010000 6000 34 959
0.010000 6000 31 968
0.010000 6000 37 938
0.010000 6000 30 1009
0.010000 6000 31 944
0.010000 6000 35 980
0.010000 6000 31 948
0.010000 6000 31 964
0.010000 6000 31 930
0.010000 6000 27 928
0.010000 6000 32 915
0.010000 6000 50 984
0.010000 6000 27 966
0.010000 6000 32 999
0.010000 6000 33 1020
0.010000 6000 35 986
0.010000 6000 38 945
0.010000 6000 40 961
0.010000 6000 26 993
0.010000 6000 31 941
0.010000 6000 44 934
0.010000 6000 33 952
0.010000 6000 47 986
0.010000 6000 30 987
0.010000 6000 39 977
0.010000 6000 34 968
0.010000 6000 35 991
