Probabilidade N TamanhoMaximo NumeroDeFalhas
0.010000 6000 365 179870
0.010000 6000 421 179865
0.010000 6000 616 179311
0.010000 6000 343 179577
0.010000 6000 424 179999
0.010000 6000 547 179943
0.010000 6000 317 180492
0.010000 6000 390 179756
0.010000 6000 390 179197
0.010000 6000 403 180936
0.010000 6000 967 180426
0.010000 6000 631 179455
0.010000 6000 604 180502
0.010000 6000 798 179630
0.010000 6000 441 179973
0.010000 6000 356 180300
0.010000 6000 603 179619
0.010000 6000 439 180130
0.010000 6000 485 179838
0.010000 6000 546 179835
0.010000 6000 376 179151
0.010000 6000 625 179927
0.010000 6000 486 179612
0.010000 6000 392 180285
0.010000 6000 319 179938
0.010000 6000 523 179371
0.010000 6000 943 179391
0.010000 6000 624 179433
0.010000 6000 461 180700
0.010000 6000 569 179437
0.010000 6000 275 180094
0.010000 6000 411 180297
0.010000 6000 441 179974
0.010000 6000 430 180579
0.010000 6000 352 179739
0.010000 6000 970 180376
0.010000 6000 525 179910
0.010000 6000 571 180056
0.010000 6000 747 179614
0.010000 6000 329 180284
0.010000 6000 536 180489
0.010000 6000 531 179646
0.010000 6000 543 179843
0.010000 6000 392 179155
0.010000 6000 394 179086
0.010000 6000 490 180380
0.010000 6000 647 179740
0.010000 6000 485 179928
0.010000 6000 563 180261
0.010000 6000 628 179604
0.010000 6000 379 179366
0.010000 6000 652 179816
0.010000 6000 388 179848
0.010000 6000 369 179144
0.010000 6000 575 180311
0.010000 6000 468 180025
0.010000 6000 848 179970
0.010000 6000 530 180044
0.010000 6000 546 179946
0.010000 6000 593 180102
0.010000 6000 494 179915
0.010000 6000 741 179926
0.010000 6000 436 179712
0.010000 6000 428 180024
0.010000 6000 549 179265
0.010000 6000 430 179604
0.010000 6000 887 179715
0.010000 6000 465 180133
0.010000 6000 556 179595
0.010000 6000 443 180255
0.010000 6000 762 179734
0.010000 6000 419 179911
0.010000 6000 529 179927
0.010000 6000 1127 180120
0.010000 6000 406 180041
0.010000 6000 280 179496
0.010000 6000 423 179609
0.010000 6000 1025 179712
0.010000 6000 279 179793
0.010000 6000 599 179897
0.010000 6000 966 179943
0.010000 6000 910 180122
0.010000 6000 1157 180221
0.010000 6000 803 180318
0.010000 6000 497 180373
0.010000 6000 437 179863
0.010000 6000 440 179562
0.010000 6000 419 179856
0.010000 6000 437 179119
0.010000 6000 615 180384
0.010000 6000 529 179761
0.010000 6000 427 179177
0.010000 6000 446 179510
0.010000 6000 504 179664
0.010000 6000 490 179929
0.010000 6000 646 179772
0.010000 6000 911 179758
0.010000 6000 439 179527
0.010000 6000 511 180166
0.010000 6000 949 179642
