Probabilidade N TamanhoMaximo NumeroDeFalhas
0.010000 8000 34 1297
0.010000 8000 34 1273
0.010000 8000 37 1294
0.010000 8000 37 1247
0.010000 8000 30 1292
0.010000 8000 36 1248
0.010000 8000 32 1278
0.010000 8000 32 1268
0.010000 8000 32 1251
0.010000 8000 32 1292
0.010000 8000 34 1273
0.010000 8000 37 1229
0.010000 8000 29 1283
0.010000 8000 32 1269
0.010000 8000 29 1263
0.010000 8000 33 1303
0.010000 8000 40 1284
0.010000 8000 37 1257
0.010000 8000 38 1273
0.010000 8000 37 1320
0.010000 8000 32 1240
0.010000 8000 29 1287
0.010000 8000 32 1325
0.010000 8000 30 1295
0.010000 8000 35 1294
0.010000 8000 39 1259
0.010000 8000 34 1259
0.010000 8000 34 1302
0.010000 8000 35 1266
0.010000 8000 31 1301
0.010000 8000 32 1317
0.010000 8000 31 1327
0.010000 8000 34 1277
0.010000 8000 31 1255
0.010000 8000 33 1282
0.010000 8000 34 1296
0.010000 8000 41 1265
0.010000 8000 30 1254
0.010000 8000 29 1290
0.010000 8000 32 1281
0.010000 8000 29 1260
0.010000 8000 29 1290
0.010000 8000 36 1282
0.010000 8000 34 1271
0.010000 8000 32 1284
0.010000 8000 30 1315
0.010000 8000 34 1343
0.010000 8000 44 1244
0.010000 8000 37 1301
0.010000 8000 31 1365
0.010000 8000 35 1288
0.010000 8000 38 1265
0.010000 8000 36 1320
0.010000 8000 36 1281
0.010000 8000 46 1237
0.010000 8000 33 1287
0.010000 8000 41 1250
0.010000 8000 40 1268
0.010000 8000 38 1256
0.010000 8000 37 1253
0.010000 8000 40 1248
0.010000 8000 32 1299
0.010000 8000 40 1249
0.010000 8000 33 1279
0.010000 8000 41 1305
0.010000 8000 33 1302
0.010000 8000 41 1272
0.010000 8000 29 1291
0.010000 8000 38 1224
0.010000 8000 35 1324
0.010000 8000 40 1232
0.010000 8000 28 1265
0.010000 8000 34 1256
0.010000 8000 34 1243
0.010000 8000 32 1303
0.010000 8000 34 1326
0.010000 8000 28 1261
0.010000 8000 33 1288
0.010000 8000 31 1246
0.010000 8000 34 1341
0.010000 8000 55 1288
0.010000 8000 38 1277
0.010000 8000 35 1295
0.010000 8000 29 1275
0.010000 8000 35 1242
0.010000 8000 35 1238
0.010000 8000 31 1305
0.010000 8000 39 1304
0.010000 8000 38 1282
0.010000 8000 33 1249
0.010000 8000 34 1310
0.010000 8000 31 1310
0.010000 8000 34 1279
0.010000 8000 35 1274
0.010000 8000 33 1289
0.010000 8000 40 1296
0.010000 8000 31 1301
0.010000 8000 45 1286
0.010000 8000 38 1292
0.010000 8000 45 1281
